9.697758E-01 	6.960328E-01 	2.555509E-01 	7.663606E-02 	1.296679E-02 	7.897741E-05 	2.397578E-05 	2.115353E-05 	-4.257300E-05 	-1.817066E-04 	-2.524517E-04 	5.092529E-04 	9.911773E-05 	-1.504568E-05 	-2.547754E-05 	-8.005730E-06 	-2.678862E-06 	-3.353576E-08 	-9.792157E-09 	3.150456E-08 	1.051335E-07 	3.059089E-09 	-3.693261E-08 	-3.913425E-08 	-1.876091E-08 	6.603758E-09 	-5.614497E-09 	-3.010450E-10 	2.700363E-11 	1.198509E-11 	-4.691342E-11 	-5.728004E-11 	1.414348E-11 	2.627890E-12 	4.272612E-14 	1.765025E-11 	-3.623978E-12 	1.884928E-11 	-1.810285E-12 	-2.198454E-14 	-5.652756E-15 	1.980923E-14 	1.028051E-14 	-3.846496E-15 	-1.931445E-15 	-1.262959E-15 	-1.364093E-15 	-4.988172E-16 	2.637751E-16 	5.324797E-16 	1.501584E-17 	-1.381650E-18 	-1.092349E-17 	-2.301295E-18 	1.809523E-18 	4.866664E-19 	2.879357E-19 	4.374172E-19 	2.922590E-19 	3.279439E-20 	-1.384447E-19 	
0.000000E+00 	-6.229147E-01 	-2.482628E-01 	-7.640276E-02 	-1.612292E-02 	-1.525448E-04 	2.284446E-05 	1.517512E-05 	-4.407134E-05 	-1.365924E-04 	-4.190512E-05 	-1.860298E-04 	-1.346110E-04 	-5.829702E-08 	2.567806E-05 	1.898259E-05 	5.492792E-06 	-2.642656E-08 	-1.648987E-08 	4.529843E-08 	8.330245E-08 	-5.568131E-08 	-3.237890E-08 	4.437195E-08 	1.953957E-08 	-6.712197E-09 	-1.653262E-08 	-3.730058E-09 	2.457701E-11 	1.029262E-11 	-3.235888E-11 	-6.401834E-12 	2.443802E-11 	1.078487E-11 	7.407971E-12 	-5.941063E-12 	9.618090E-12 	2.006577E-11 	4.348195E-12 	-1.589285E-14 	8.643317E-15 	2.247295E-14 	-3.247735E-15 	-9.822029E-15 	-2.128038E-15 	6.036352E-16 	2.216224E-15 	1.327376E-15 	1.463365E-16 	-5.778770E-16 	8.598270E-18 	-1.129343E-17 	-9.600171E-18 	4.515827E-18 	3.403492E-18 	4.472297E-19 	1.668717E-19 	-5.785773E-19 	-6.193238E-19 	-2.800288E-19 	4.438734E-20 	
5.742206E-05 	-3.500544E-05 	-1.711487E-05 	-9.196604E-06 	-3.983827E-07 	8.176601E-06 	1.079254E-02 	9.522137E-03 	-1.916385E-02 	-8.179388E-02 	-1.136393E-01 	2.292365E-01 	4.461707E-02 	-6.772725E-03 	-1.146855E-02 	-3.603743E-03 	-1.205873E-03 	-3.019178E-05 	-8.815818E-06 	2.836311E-05 	9.465024E-05 	2.754048E-06 	-3.324994E-05 	-3.523200E-05 	-1.689014E-05 	5.945260E-06 	-5.054609E-06 	-2.710164E-07 	3.646650E-08 	1.618505E-08 	-6.335319E-08 	-7.735256E-08 	1.909974E-08 	3.548808E-09 	5.772195E-11 	2.383536E-08 	-4.893911E-09 	2.545454E-08 	-2.444660E-09 	-3.958477E-11 	-1.017820E-11 	3.566796E-11 	1.851080E-11 	-6.925897E-12 	-3.477708E-12 	-2.274050E-12 	-2.456148E-12 	-8.981568E-13 	4.749462E-13 	9.587685E-13 	3.379640E-14 	-3.109703E-15 	-2.458569E-14 	-5.179562E-15 	4.072722E-15 	1.095348E-15 	6.480615E-16 	9.845020E-16 	6.577922E-16 	7.381086E-17 	-3.115997E-16 	
0.000000E+00 	1.441113E-04 	3.717770E-05 	-1.659468E-05 	-3.195957E-06 	-5.040526E-21 	1.028326E-02 	6.830987E-03 	-1.983837E-02 	-6.148602E-02 	-1.886326E-02 	-8.373991E-02 	-6.059413E-02 	-2.623891E-05 	1.155881E-02 	8.544849E-03 	2.472529E-03 	-2.379147E-05 	-1.484558E-05 	4.078153E-05 	7.499601E-05 	-5.012911E-05 	-2.915027E-05 	3.994745E-05 	1.759119E-05 	-6.042869E-06 	-1.488404E-05 	-3.358116E-06 	3.318951E-08 	1.389942E-08 	-4.369842E-08 	-8.645246E-09 	3.300183E-08 	1.456420E-08 	1.000389E-08 	-8.022990E-09 	1.298850E-08 	2.709733E-08 	5.871919E-09 	-2.861624E-11 	1.556292E-11 	4.046418E-11 	-5.847785E-12 	-1.768528E-11 	-3.831688E-12 	1.086889E-12 	3.990472E-12 	2.390038E-12 	2.634896E-13 	-1.040510E-12 	1.935227E-14 	-2.541832E-14 	-2.160726E-14 	1.016384E-14 	7.660295E-15 	1.006587E-15 	3.755808E-16 	-1.302213E-15 	-1.393922E-15 	-6.302654E-16 	9.990331E-17 	
9.697775E-01 	6.960317E-01 	2.555504E-01 	7.663579E-02 	1.296677E-02 	7.921883E-05 	1.259275E-04 	1.111076E-04 	-2.235907E-04 	-9.543586E-04 	-1.325926E-03 	2.674699E-03 	5.205784E-04 	-7.902660E-05 	-1.338169E-04 	-4.205107E-05 	-1.407036E-05 	-9.251272E-07 	-2.701902E-07 	8.690882E-07 	2.900237E-06 	8.438279E-08 	-1.018852E-06 	-1.079542E-06 	-5.175035E-07 	1.821632E-07 	-1.548466E-07 	-8.296350E-09 	3.912634E-09 	1.736649E-09 	-6.797054E-09 	-8.298993E-09 	2.049107E-09 	3.808809E-10 	6.290511E-12 	2.557128E-09 	-5.250169E-10 	2.730735E-09 	-2.622852E-10 	-1.673061E-11 	-4.301844E-12 	1.507516E-11 	7.823642E-12 	-2.927250E-12 	-1.469863E-12 	-9.611335E-13 	-1.038098E-12 	-3.796085E-13 	2.007373E-13 	4.052262E-13 	6.001955E-14 	-5.522569E-15 	-4.366210E-14 	-9.198464E-15 	7.232811E-15 	1.945246E-15 	1.150903E-15 	1.748392E-15 	1.168183E-15 	1.310819E-16 	-5.533747E-16 	
0.000000E+00 	-6.229105E-01 	-2.482617E-01 	-7.640325E-02 	-1.612302E-02 	-1.525448E-04 	1.199835E-04 	7.970583E-05 	-2.314683E-04 	-7.174001E-04 	-2.200901E-04 	-9.770594E-04 	-7.069976E-04 	-3.057121E-07 	1.348688E-04 	9.969668E-05 	2.884753E-05 	-7.290136E-07 	-4.548758E-07 	1.249603E-06 	2.297978E-06 	-1.536041E-06 	-8.932090E-07 	1.224059E-06 	5.390152E-07 	-1.851412E-07 	-4.560348E-07 	-1.028956E-07 	3.560968E-09 	1.491147E-09 	-4.688681E-09 	-9.276628E-10 	3.540893E-09 	1.562606E-09 	1.073108E-09 	-8.608270E-10 	1.393372E-09 	2.907016E-09 	6.299658E-10 	-1.209473E-11 	6.577713E-12 	1.710230E-11 	-2.471582E-12 	-7.474732E-12 	-1.619473E-12 	4.593768E-13 	1.686584E-12 	1.010156E-12 	1.113646E-13 	-4.397743E-13 	3.436799E-14 	-4.514078E-14 	-3.837267E-14 	1.805013E-14 	1.360404E-14 	1.787614E-15 	6.669998E-16 	-2.312621E-15 	-2.475488E-15 	-1.119298E-15 	1.774199E-16 	
3.016066E-04 	-1.838512E-04 	-8.990482E-05 	-4.830294E-05 	-2.077863E-06 	4.292946E-05 	1.079248E-02 	9.522941E-03 	-1.916000E-02 	-8.178956E-02 	-1.136333E-01 	2.292252E-01 	4.461282E-02 	-6.773332E-03 	-1.146893E-02 	-3.604426E-03 	-1.205924E-03 	-1.585731E-04 	-4.632326E-05 	1.489666E-04 	4.971190E-04 	1.446269E-05 	-1.746414E-04 	-1.850360E-04 	-8.869643E-05 	3.122224E-05 	-2.653527E-05 	-1.420563E-06 	1.005990E-06 	4.465318E-07 	-1.747546E-06 	-2.133695E-06 	5.268196E-07 	9.795052E-08 	1.635123E-09 	6.574235E-07 	-1.349760E-07 	7.020383E-07 	-6.743479E-08 	-5.735535E-09 	-1.474745E-09 	5.168019E-09 	2.682076E-09 	-1.003510E-09 	-5.038938E-10 	-3.294927E-10 	-3.558774E-10 	-1.301362E-10 	6.881614E-11 	1.389183E-10 	2.571964E-11 	-2.366537E-12 	-1.871013E-11 	-3.941735E-12 	3.099411E-12 	8.335787E-13 	4.931859E-13 	7.492229E-13 	5.005911E-13 	5.617133E-14 	-2.371327E-13 	
0.000000E+00 	7.568946E-04 	1.952660E-04 	-8.714502E-05 	-1.679268E-05 	-2.647339E-20 	1.028270E-02 	6.831432E-03 	-1.983654E-02 	-6.148015E-02 	-1.886129E-02 	-8.373402E-02 	-6.058937E-02 	-2.611533E-05 	1.155886E-02 	8.543471E-03 	2.471963E-03 	-1.249584E-04 	-7.796550E-05 	2.141881E-04 	3.938842E-04 	-2.632878E-04 	-1.531012E-04 	2.098124E-04 	9.238927E-05 	-3.173031E-05 	-7.816056E-05 	-1.763651E-05 	9.155601E-07 	3.833612E-07 	-1.205541E-06 	-2.385290E-07 	9.104095E-07 	4.017584E-07 	2.758648E-07 	-2.213315E-07 	3.582150E-07 	7.473658E-07 	1.619623E-07 	-4.146278E-09 	2.254950E-09 	5.862956E-09 	-8.473000E-10 	-2.562464E-09 	-5.551827E-10 	1.574821E-10 	5.781894E-10 	3.462985E-10 	3.817766E-11 	-1.507620E-10 	1.472741E-11 	-1.934377E-11 	-1.644350E-11 	7.734860E-12 	5.829616E-12 	7.660300E-13 	2.858234E-13 	-9.910066E-13 	-1.060799E-12 	-4.796428E-13 	7.602813E-14 	
9.697863E-01 	6.960264E-01 	2.555478E-01 	7.663439E-02 	1.296672E-02 	8.046271E-05 	3.077215E-04 	2.715484E-04 	-5.461908E-04 	-2.331916E-03 	-3.239820E-03 	6.535503E-03 	1.271908E-03 	-1.931439E-04 	-3.270216E-04 	-1.027920E-04 	-3.438567E-05 	-5.524111E-06 	-1.615233E-06 	5.189320E-06 	1.731766E-05 	5.036773E-07 	-6.084324E-06 	-6.445324E-06 	-3.088867E-06 	1.087425E-06 	-9.234940E-07 	-4.928144E-08 	5.709496E-08 	2.534903E-08 	-9.915809E-08 	-1.210667E-07 	2.988769E-08 	5.566895E-09 	9.930630E-11 	3.729465E-08 	-7.655885E-09 	3.981867E-08 	-3.826467E-09 	-5.965881E-10 	-1.533972E-10 	5.375573E-10 	2.789791E-10 	-1.043812E-10 	-5.241307E-11 	-3.427255E-11 	-3.701698E-11 	-1.353626E-11 	7.157987E-12 	1.444975E-11 	5.229934E-12 	-4.812210E-13 	-3.804592E-12 	-8.015281E-13 	6.302466E-13 	1.695032E-13 	1.002864E-13 	1.523500E-13 	1.017922E-13 	1.142210E-14 	-4.821950E-14 	
0.000000E+00 	-6.228885E-01 	-2.482561E-01 	-7.640578E-02 	-1.612350E-02 	-1.525448E-04 	2.931710E-04 	1.947957E-04 	-5.655402E-04 	-1.752794E-03 	-5.377291E-04 	-2.387312E-03 	-1.727428E-03 	-7.410037E-07 	3.295759E-04 	2.435571E-04 	7.046581E-05 	-4.353168E-06 	-2.715580E-06 	7.461224E-06 	1.372083E-05 	-9.171996E-06 	-5.333375E-06 	7.309148E-06 	3.218286E-06 	-1.104794E-06 	-2.721876E-06 	-6.143229E-07 	5.195837E-08 	2.174586E-08 	-6.842769E-08 	-1.354310E-08 	5.167016E-08 	2.279887E-08 	1.564011E-08 	-1.256227E-08 	2.031610E-08 	4.239253E-08 	9.188470E-09 	-4.312798E-10 	2.345512E-10 	6.098419E-10 	-8.813285E-11 	-2.665375E-10 	-5.774795E-11 	1.638067E-11 	6.014101E-11 	3.602063E-11 	3.971092E-12 	-1.568168E-11 	2.994729E-12 	-3.933440E-12 	-3.343686E-12 	1.572837E-12 	1.185417E-12 	1.557676E-13 	5.812047E-14 	-2.015152E-13 	-2.157070E-13 	-9.753247E-14 	1.545986E-14 	
